codigo;nome;uf;estado
5412;MOSSAMEDES;GO;GOIÁS
1158;MOSSORO;RN;RIO GRANDE DO NORTE
4841;MOSTARDAS;RS;RIO GRANDE DO SUL
3616;MOTUCA;SP;SÃO PAULO
5413;MOZARLANDIA;GO;GOIÁS
226;MUANA;PA;PARA
145;MUCAJAI;RR;RORAIMA
1007;MUCAMBO;CE;CEARA
2083;MUCUGE;BA;BAHIA
4842;MUCUM;RS;RIO GRANDE DO SUL
2084;MUCURI;BA;BAHIA
3138;MUCURICI;ES;ESPÍRITO SANTO
4843;MUITOS CAPOES;RS;RIO GRANDE DO SUL
4844;MULITERNO;RS;RIO GRANDE DO SUL
1008;MULUNGU;CE;CEARA
1362;MULUNGU;PB;PARAIBA
2085;MULUNGU DO MORRO;BA;BAHIA
2086;MUNDO NOVO;BA;BAHIA
5112;MUNDO NOVO;MS;MATO GROSSO DO SUL
5414;MUNDO NOVO;GO;GOIÁS
2742;MUNHOZ;MG;MINAS GERAIS
4128;MUNHOZ DE MELO;PR;PARANÁ
2087;MUNIZ FERREIRA;BA;BAHIA
3139;MUNIZ FREIRE;ES;ESPÍRITO SANTO
2088;MUQUEM DE SAO FRANCISCO;BA;BAHIA
3140;MUQUI;ES;ESPÍRITO SANTO
2743;MURIAE;MG;MINAS GERAIS
1787;MURIBECA;SE;SERGIPE
1703;MURICI;AL;ALAGOAS
800;MURICI DOS PORTELAS;PI;PIAUI
390;MURICILANDIA;TO;TOCANTIS
2089;MURITIBA;BA;BAHIA
3617;MURUTINGA DO SUL;SP;SÃO PAULO
2090;MUTUIPE;BA;BAHIA
2744;MUTUM;MG;MINAS GERAIS
5415;MUTUNOPOLIS;GO;GOIÁS
2745;MUZAMBINHO;MG;MINAS GERAIS
2746;NACIP RAYDAN;MG;MINAS GERAIS
3618;NANTES;SP;SÃO PAULO
2747;NANUQUE;MG;MINAS GERAIS
4845;NAO-ME-TOQUE;RS;RIO GRANDE DO SUL
2748;NAQUE;MG;MINAS GERAIS
3619;NARANDIBA;SP;SÃO PAULO
1159;NATAL;RN;RIO GRANDE DO NORTE
2749;NATALANDIA;MG;MINAS GERAIS
2750;NATERCIA;MG;MINAS GERAIS
391;NATIVIDADE;TO;TOCANTIS
3211;NATIVIDADE;RJ;RIO DE JANEIRO
3620;NATIVIDADE DA SERRA;SP;SÃO PAULO
1363;NATUBA;PB;PARAIBA
4470;NAVEGANTES;SC;SANTA CATARINA
5113;NAVIRAI;MS;MATO GROSSO DO SUL
392;NAZARE;TO;TOCANTIS
2091;NAZARE;BA;BAHIA
1570;NAZARE DA MATA;PE;PERNAMBUCO
801;NAZARE DO PIAUI;PI;PIAUI
3621;NAZARE PAULISTA;SP;SÃO PAULO
2751;NAZARENO;MG;MINAS GERAIS
1364;NAZAREZINHO;PB;PARAIBA
5416;NAZARIO;GO;GOIÁS
1788;NEOPOLIS;SE;SERGIPE
2752;NEPOMUCENO;MG;MINAS GERAIS
5417;NEROPOLIS;GO;GOIÁS
3622;NEVES PAULISTA;SP;SÃO PAULO
116;NHAMUNDA;AM;AMAZONAS
3623;NHANDEARA;SP;SÃO PAULO
4846;NICOLAU VERGUEIRO;RS;RIO GRANDE DO SUL
2092;NILO PECANHA;BA;BAHIA
3212;NILOPOLIS;RJ;RIO DE JANEIRO
573;NINA RODRIGUES;MA;MARANHÃO
2753;NINHEIRA;MG;MINAS GERAIS
5114;NIOAQUE;MS;MATO GROSSO DO SUL
3624;NIPOA;SP;SÃO PAULO
5418;NIQUELANDIA;GO;GOIÁS
1160;NISIA FLORESTA;RN;RIO GRANDE DO NORTE
3213;NITEROI;RJ;RIO DE JANEIRO
5201;NOBRES;MT;MATO GROSSO
4847;NONOAI;RS;RIO GRANDE DO SUL
2093;NORDESTINA;BA;BAHIA
146;NORMANDIA;RR;RORAIMA
5202;NORTELANDIA;MT;MATO GROSSO
1789;NOSSA SENHORA APARECIDA;SE;SERGIPE
1790;NOSSA SENHORA DA GLORIA;SE;SERGIPE
1791;NOSSA SENHORA DAS DORES;SE;SERGIPE
4129;NOSSA SENHORA DAS GRACAS;PR;PARANÁ
1792;NOSSA SENHORA DE LOURDES;SE;SERGIPE
802;NOSSA SENHORA DE NAZARE;PI;PIAUI
5203;NOSSA SENHORA DO LIVRAMEN;MT;MATO GROSSO
1793;NOSSA SENHORA DO SOCORRO;SE;SERGIPE
803;NOSSA SENHORA DOS REMEDIO;PI;PIAUI
3625;NOVA ALIANCA;SP;SÃO PAULO
4130;NOVA ALIANCA DO IVAI;PR;PARANÁ
4848;NOVA ALVORADA;RS;RIO GRANDE DO SUL
5115;NOVA ALVORADA DO SUL;MS;MATO GROSSO DO SUL
5419;NOVA AMERICA;GO;GOIÁS
4131;NOVA AMERICA DA COLINA;PR;PARANÁ
5116;NOVA ANDRADINA;MS;MATO GROSSO DO SUL
4849;NOVA ARACA;RS;RIO GRANDE DO SUL
5420;NOVA AURORA;GO;GOIÁS
4132;NOVA AURORA;PR;PARANÁ
5204;NOVA BANDEIRANTES;MT;MATO GROSSO
4850;NOVA BASSANO;RS;RIO GRANDE DO SUL
2754;NOVA BELEM;MG;MINAS GERAIS
4851;NOVA BOA VISTA;RS;RIO GRANDE DO SUL
5206;NOVA BRASILANDIA;MT;MATO GROSSO
14;NOVA BRASILANDIA D'OESTE;RO;RONDÔNIA
4852;NOVA BRESCIA;RS;RIO GRANDE DO SUL
3626;NOVA CAMPINA;SP;SÃO PAULO
2094;NOVA CANAA;BA;BAHIA
5207;NOVA CANAA DO NORTE;MT;MATO GROSSO
3627;NOVA CANAA PAULISTA;SP;SÃO PAULO
4853;NOVA CANDELARIA;RS;RIO GRANDE DO SUL
4133;NOVA CANTU;PR;PARANÁ
3628;NOVA CASTILHO;SP;SÃO PAULO
574;NOVA COLINAS;MA;MARANHÃO
5421;NOVA CRIXAS;GO;GOIÁS
1161;NOVA CRUZ;RN;RIO GRANDE DO NORTE
2755;NOVA ERA;MG;MINAS GERAIS
4471;NOVA ERECHIM;SC;SANTA CATARINA
4134;NOVA ESPERANCA;PR;PARANÁ
227;NOVA ESPERANCA DO PIRIA;PA;PARA
4135;NOVA ESPERANCA DO SUDOEST;PR;PARANÁ
4854;NOVA ESPERANCA DO SUL;RS;RIO GRANDE DO SUL
3629;NOVA EUROPA;SP;SÃO PAULO
4136;NOVA FATIMA;PR;PARANÁ
2095;NOVA FATIMA;BA;BAHIA
1365;NOVA FLORESTA;PB;PARAIBA
3214;NOVA FRIBURGO;RJ;RIO DE JANEIRO
5422;NOVA GLORIA;GO;GOIÁS
3630;NOVA GRANADA;SP;SÃO PAULO
5261;NOVA GUARITA;MT;MATO GROSSO
3631;NOVA GUATAPORANGA;SP;SÃO PAULO
4855;NOVA HARTZ;RS;RIO GRANDE DO SUL
2096;NOVA IBIA;BA;BAHIA
3215;NOVA IGUACU;RJ;RIO DE JANEIRO
5423;NOVA IGUACU DE GOIAS;GO;GOIÁS
3632;NOVA INDEPENDENCIA;SP;SÃO PAULO
575;NOVA IORQUE;MA;MARANHÃO
228;NOVA IPIXUNA;PA;PARA
4472;NOVA ITABERABA;SC;SANTA CATARINA
2097;NOVA ITARANA;BA;BAHIA
5205;NOVA LACERDA;MT;MATO GROSSO
4137;NOVA LARANJEIRAS;PR;PARANÁ
2756;NOVA LIMA;MG;MINAS GERAIS
4138;NOVA LONDRINA;PR;PARANÁ
3634;NOVA LUZITANIA;SP;SÃO PAULO
24;NOVA MAMORE;RO;RONDÔNIA
5262;NOVA MARILANDIA;MT;MATO GROSSO
5263;NOVA MARINGA;MT;MATO GROSSO
2757;NOVA MODICA;MG;MINAS GERAIS
5264;NOVA MONTE VERDE;MT;MATO GROSSO
5208;NOVA MUTUM;MT;MATO GROSSO
3635;NOVA ODESSA;SP;SÃO PAULO
5209;NOVA OLIMPIA;MT;MATO GROSSO
4139;NOVA OLIMPIA;PR;PARANÁ
1009;NOVA OLINDA;CE;CEARA
393;NOVA OLINDA;TO;TOCANTIS
1366;NOVA OLINDA;PB;PARAIBA
576;NOVA OLINDA DO MARANHAO;MA;MARANHÃO
117;NOVA OLINDA DO NORTE;AM;AMAZONAS
4856;NOVA PADUA;RS;RIO GRANDE DO SUL
4857;NOVA PALMA;RS;RIO GRANDE DO SUL
1367;NOVA PALMEIRA;PB;PARAIBA
4858;NOVA PETROPOLIS;RS;RIO GRANDE DO SUL
2758;NOVA PONTE;MG;MINAS GERAIS
2759;NOVA PORTEIRINHA;MG;MINAS GERAIS
4859;NOVA PRATA;RS;RIO GRANDE DO SUL
4142;NOVA PRATA DO IGUACU;PR;PARANÁ
4860;NOVA RAMADA;RS;RIO GRANDE DO SUL
2098;NOVA REDENCAO;BA;BAHIA
2760;NOVA RESENDE;MG;MINAS GERAIS
5424;NOVA ROMA;GO;GOIÁS
4861;NOVA ROMA DO SUL;RS;RIO GRANDE DO SUL
394;NOVA ROSALANDIA;TO;TOCANTIS
1010;NOVA RUSSAS;CE;CEARA
4140;NOVA SANTA BARBARA;PR;PARANÁ
4862;NOVA SANTA RITA;RS;RIO GRANDE DO SUL
4141;NOVA SANTA ROSA;PR;PARANÁ
2761;NOVA SERRANA;MG;MINAS GERAIS
2099;NOVA SOURE;BA;BAHIA
4143;NOVA TEBAS;PR;PARANÁ
229;NOVA TIMBOTEUA;PA;PARA
4473;NOVA TRENTO;SC;SANTA CATARINA
5210;NOVA UBIRATA;MT;MATO GROSSO
2654;NOVA UNIAO;MG;MINAS GERAIS
41;NOVA UNIAO;RO;RONDÔNIA
3141;NOVA VENECIA;ES;ESPÍRITO SANTO
5425;NOVA VENEZA;GO;GOIÁS
4474;NOVA VENEZA;SC;SANTA CATARINA
2100;NOVA VICOSA;BA;BAHIA
5211;NOVA XAVANTINA;MT;MATO GROSSO
3633;NOVAIS;SP;SÃO PAULO
395;NOVO ACORDO;TO;TOCANTIS
118;NOVO AIRAO;AM;AMAZONAS
396;NOVO ALEGRE;TO;TOCANTIS
119;NOVO ARIPUANA;AM;AMAZONAS
4867;NOVO BARREIRO;RS;RIO GRANDE DO SUL
5426;NOVO BRASIL;GO;GOIÁS
4863;NOVO CABRAIS;RS;RIO GRANDE DO SUL
2762;NOVO CRUZEIRO;MG;MINAS GERAIS
5427;NOVO GAMA;GO;GOIÁS
4864;NOVO HAMBURGO;RS;RIO GRANDE DO SUL
4475;NOVO HORIZONTE;SC;SANTA CATARINA
3636;NOVO HORIZONTE;SP;SÃO PAULO
2101;NOVO HORIZONTE;BA;BAHIA
5213;NOVO HORIZONTE DO NORTE;MT;MATO GROSSO
29;NOVO HORIZONTE DO OESTE;RO;RONDÔNIA
5117;NOVO HORIZONTE DO SUL;MS;MATO GROSSO DO SUL
4144;NOVO ITACOLOMI;PR;PARANÁ
397;NOVO JARDIM;TO;TOCANTIS
1704;NOVO LINO;AL;ALAGOAS
4865;NOVO MACHADO;RS;RIO GRANDE DO SUL
5212;NOVO MUNDO;MT;MATO GROSSO
1011;NOVO ORIENTE;CE;CEARA
2763;NOVO ORIENTE DE MINAS;MG;MINAS GERAIS
804;NOVO ORIENTE DO PIAUI;PI;PIAUI
5428;NOVO PLANALTO;GO;GOIÁS
230;NOVO PROGRESSO;PA;PARA
231;NOVO REPARTIMENTO;PA;PARA
805;NOVO SANTO ANTONIO;PI;PIAUI
5214;NOVO SAO JOAQUIM;MT;MATO GROSSO
4866;NOVO TIRADENTES;RS;RIO GRANDE DO SUL
2102;NOVO TRIUNFO;BA;BAHIA
2764;NOVORIZONTE;MG;MINAS GERAIS
3637;NUPORANGA;SP;SÃO PAULO
232;OBIDOS;PA;PARA
1012;OCARA;CE;CEARA
3638;OCAUCU;SP;SÃO PAULO
806;OEIRAS;PI;PIAUI
233;OEIRAS DO PARA;PA;PARA
305;OIAPOQUE;AP;AMAPÁ
2765;OLARIA;MG;MINAS GERAIS
3639;OLEO;SP;SÃO PAULO
1368;OLHO D'AGUA;PB;PARAIBA
577;OLHO D'AGUA DAS CUNHAS;MA;MARANHÃO
1705;OLHO D'AGUA DAS FLORES;AL;ALAGOAS
1706;OLHO D'AGUA DO CASADO;AL;ALAGOAS
807;OLHO D'AGUA DO PIAUI;PI;PIAUI
1707;OLHO D'AGUA GRANDE;AL;ALAGOAS
1162;OLHO-D'AGUA DO BORGES;RN;RIO GRANDE DO NORTE
2766;OLHOS-D'AGUA;MG;MINAS GERAIS
3640;OLIMPIA;SP;SÃO PAULO
2767;OLIMPIO NORONHA;MG;MINAS GERAIS
1571;OLINDA;PE;PERNAMBUCO
578;OLINDA NOVA DO MARANHAO;MA;MARANHÃO
2103;OLINDINA;BA;BAHIA
1369;OLIVEDOS;PB;PARAIBA
2768;OLIVEIRA;MG;MINAS GERAIS
398;OLIVEIRA DE FATIMA;TO;TOCANTIS
2104;OLIVEIRA DOS BREJINHOS;BA;BAHIA
2769;OLIVEIRA FORTES;MG;MINAS GERAIS
1708;OLIVENCA;AL;ALAGOAS
2770;ONCA DE PITANGUI;MG;MINAS GERAIS
3641;ONDA VERDE;SP;SÃO PAULO
2771;ORATORIOS;MG;MINAS GERAIS
3642;ORIENTE;SP;SÃO PAULO
3643;ORINDIUVA;SP;SÃO PAULO
234;ORIXIMINA;PA;PARA
2772;ORIZANIA;MG;MINAS GERAIS
5429;ORIZONA;GO;GOIÁS
3644;ORLANDIA;SP;SÃO PAULO
4476;ORLEANS;SC;SANTA CATARINA
1572;OROBO;PE;PERNAMBUCO
1573;OROCO;PE;PERNAMBUCO
1013;OROS;CE;CEARA
4145;ORTIGUEIRA;PR;PARANÁ
3645;OSASCO;SP;SÃO PAULO
3646;OSCAR BRESSANE;SP;SÃO PAULO
4868;OSORIO;RS;RIO GRANDE DO SUL
3647;OSVALDO CRUZ;SP;SÃO PAULO
4477;OTACILIO COSTA;SC;SANTA CATARINA
235;OUREM;PA;PARA
2105;OURICANGAS;BA;BAHIA
1574;OURICURI;PE;PERNAMBUCO
236;OURILANDIA DO NORTE;PA;PARA
3648;OURINHOS;SP;SÃO PAULO
4146;OURIZONA;PR;PARANÁ
4478;OURO;SC;SANTA CATARINA
1709;OURO BRANCO;AL;ALAGOAS
1163;OURO BRANCO;RN;RIO GRANDE DO NORTE
2773;OURO BRANCO;MG;MINAS GERAIS
2774;OURO FINO;MG;MINAS GERAIS
2775;OURO PRETO;MG;MINAS GERAIS
15;OURO PRETO DO OESTE;RO;RONDÔNIA
1370;OURO VELHO;PB;PARAIBA
4479;OURO VERDE;SC;SANTA CATARINA
3650;OURO VERDE;SP;SÃO PAULO
5430;OURO VERDE DE GOIAS;GO;GOIÁS
2776;OURO VERDE DE MINAS;MG;MINAS GERAIS
4147;OURO VERDE DO OESTE;PR;PARANÁ
3649;OUROESTE;SP;SÃO PAULO
2106;OUROLANDIA;BA;BAHIA
5431;OUVIDOR;GO;GOIÁS
3651;PACAEMBU;SP;SÃO PAULO
237;PACAJA;PA;PARA
1014;PACAJUS;CE;CEARA
147;PACARAIMA;RR;RORAIMA
1015;PACATUBA;CE;CEARA
1794;PACATUBA;SE;SERGIPE
579;PACO DO LUMIAR;MA;MARANHÃO
1016;PACOTI;CE;CEARA
1017;PACUJA;CE;CEARA
5432;PADRE BERNARDO;GO;GOIÁS
2777;PADRE CARVALHO;MG;MINAS GERAIS
808;PADRE MARCOS;PI;PIAUI
2778;PADRE PARAISO;MG;MINAS GERAIS
809;PAES LANDIM;PI;PIAUI
2781;PAI PEDRO;MG;MINAS GERAIS
4480;PAIAL;SC;SANTA CATARINA
4148;PAICANDU;PR;PARANÁ
4869;PAIM FILHO;RS;RIO GRANDE DO SUL
2779;PAINEIRAS;MG;MINAS GERAIS
4481;PAINEL;SC;SANTA CATARINA
2780;PAINS;MG;MINAS GERAIS
2782;PAIVA;MG;MINAS GERAIS
810;PAJEU DO PIAUI;PI;PIAUI
1710;PALESTINA;AL;ALAGOAS
3652;PALESTINA;SP;SÃO PAULO
5433;PALESTINA DE GOIAS;GO;GOIÁS
238;PALESTINA DO PARA;PA;PARA
1018;PALHANO;CE;CEARA
4482;PALHOCA;SC;SANTA CATARINA
2783;PALMA;MG;MINAS GERAIS
4483;PALMA SOLA;SC;SANTA CATARINA
1019;PALMACIA;CE;CEARA
1575;PALMARES;PE;PERNAMBUCO
4870;PALMARES DO SUL;RS;RIO GRANDE DO SUL
3653;PALMARES PAULISTA;SP;SÃO PAULO
443;PALMAS;TO;TOCANTIS
4149;PALMAS;PR;PARANÁ
2107;PALMAS DE MONTE ALTO;BA;BAHIA
4484;PALMEIRA;SC;SANTA CATARINA
4150;PALMEIRA;PR;PARANÁ
3654;PALMEIRA D'OESTE;SP;SÃO PAULO
4871;PALMEIRA DAS MISSOES;RS;RIO GRANDE DO SUL
811;PALMEIRA DO PIAUI;PI;PIAUI
1711;PALMEIRA DOS INDIOS;AL;ALAGOAS
812;PALMEIRAIS;PI;PIAUI
580;PALMEIRANDIA;MA;MARANHÃO
399;PALMEIRANTE;TO;TOCANTIS
2108;PALMEIRAS;BA;BAHIA
5434;PALMEIRAS DE GOIAS;GO;GOIÁS
1576;PALMEIRINA;PE;PERNAMBUCO
400;PALMEIROPOLIS;TO;TOCANTIS
5435;PALMELO;GO;GOIÁS
5436;PALMINOPOLIS;GO;GOIÁS
3655;PALMITAL;SP;SÃO PAULO
4151;PALMITAL;PR;PARANÁ
4872;PALMITINHO;RS;RIO GRANDE DO SUL
4485;PALMITOS;SC;SANTA CATARINA
2784;PALMOPOLIS;MG;MINAS GERAIS
4152;PALOTINA;PR;PARANÁ
5437;PANAMA;GO;GOIÁS
4873;PANAMBI;RS;RIO GRANDE DO SUL
3142;PANCAS;ES;ESPÍRITO SANTO
1577;PANELAS;PE;PERNAMBUCO
3656;PANORAMA;SP;SÃO PAULO
4874;PANTANO GRANDE;RS;RIO GRANDE DO SUL
1712;PAO DE ACUCAR;AL;ALAGOAS
2785;PAPAGAIOS;MG;MINAS GERAIS
4486;PAPANDUVA;SC;SANTA CATARINA
813;PAQUETA;PI;PIAUI
2787;PARA DE MINAS;MG;MINAS GERAIS
3216;PARACAMBI;RJ;RIO DE JANEIRO
2786;PARACATU;MG;MINAS GERAIS
1020;PARACURU;CE;CEARA
239;PARAGOMINAS;PA;PARA
2788;PARAGUACU;MG;MINAS GERAIS
3657;PARAGUACU PAULISTA;SP;SÃO PAULO
4875;PARAI;RS;RIO GRANDE DO SUL
3217;PARAIBA DO SUL;RJ;RIO DE JANEIRO
581;PARAIBANO;MA;MARANHÃO
3658;PARAIBUNA;SP;SÃO PAULO
1021;PARAIPABA;CE;CEARA
4487;PARAISO;SC;SANTA CATARINA
3659;PARAISO;SP;SÃO PAULO
4153;PARAISO DO NORTE;PR;PARANÁ
4876;PARAISO DO SUL;RS;RIO GRANDE DO SUL
401;PARAISO DO TOCANTINS;TO;TOCANTIS
2789;PARAISOPOLIS;MG;MINAS GERAIS
1022;PARAMBU;CE;CEARA
2109;PARAMIRIM;BA;BAHIA
1023;PARAMOTI;CE;CEARA
402;PARANA;TO;TOCANTIS
1164;PARANA;RN;RIO GRANDE DO NORTE
4154;PARANACITY;PR;PARANÁ
4155;PARANAGUA;PR;PARANÁ
5118;PARANAIBA;MS;MATO GROSSO DO SUL
5438;PARANAIGUARA;GO;GOIÁS
5215;PARANAITA;MT;MATO GROSSO
3660;PARANAPANEMA;SP;SÃO PAULO
4156;PARANAPOEMA;PR;PARANÁ
3661;PARANAPUA;SP;SÃO PAULO
1578;PARANATAMA;PE;PERNAMBUCO
5216;PARANATINGA;MT;MATO GROSSO
4157;PARANAVAI;PR;PARANÁ
5119;PARANHOS;MS;MATO GROSSO DO SUL
2790;PARAOPEBA;MG;MINAS GERAIS
3662;PARAPUA;SP;SÃO PAULO
1371;PARARI;PB;PARAIBA
3218;PARATI;RJ;RIO DE JANEIRO
2110;PARATINGA;BA;BAHIA
1165;PARAU;RN;RIO GRANDE DO NORTE
240;PARAUAPEBAS;PA;PARA
5439;PARAUNA;GO;GOIÁS
1166;PARAZINHO;RN;RIO GRANDE DO NORTE
3663;PARDINHO;SP;SÃO PAULO
4877;PARECI NOVO;RS;RIO GRANDE DO SUL
42;PARECIS;RO;RONDÔNIA
1167;PARELHAS;RN;RIO GRANDE DO NORTE
1713;PARICONHA;AL;ALAGOAS
120;PARINTINS;AM;AMAZONAS
2111;PARIPIRANGA;BA;BAHIA
1714;PARIPUEIRA;AL;ALAGOAS
3664;PARIQUERA-ACU;SP;SÃO PAULO
3665;PARISI;SP;SÃO PAULO
814;PARNAGUA;PI;PIAUI
815;PARNAIBA;PI;PIAUI
1107;PARNAMIRIM;RN;RIO GRANDE DO NORTE
1579;PARNAMIRIM;PE;PERNAMBUCO
582;PARNARAMA;MA;MARANHÃO
4878;PAROBE;RS;RIO GRANDE DO SUL
1169;PASSA E FICA;RN;RIO GRANDE DO NORTE
2792;PASSA QUATRO;MG;MINAS GERAIS
4879;PASSA SETE;RS;RIO GRANDE DO SUL
2793;PASSA TEMPO;MG;MINAS GERAIS
2794;PASSA VINTE;MG;MINAS GERAIS
2791;PASSABEM;MG;MINAS GERAIS
1170;PASSAGEM;RN;RIO GRANDE DO NORTE
1372;PASSAGEM;PB;PARAIBA
583;PASSAGEM FRANCA;MA;MARANHÃO
816;PASSAGEM FRANCA DO PIAUI;PI;PIAUI
1580;PASSIRA;PE;PERNAMBUCO
1715;PASSO DE CAMARAGIBE;AL;ALAGOAS
4488;PASSO DE TORRES;SC;SANTA CATARINA
4880;PASSO DO SOBRADO;RS;RIO GRANDE DO SUL
4881;PASSO FUNDO;RS;RIO GRANDE DO SUL
2795;PASSOS;MG;MINAS GERAIS
4489;PASSOS MAIA;SC;SANTA CATARINA
584;PASTOS BONS;MA;MARANHÃO
2796;PATIS;MG;MINAS GERAIS
4158;PATO BRAGADO;PR;PARANÁ
4159;PATO BRANCO;PR;PARANÁ
1373;PATOS;PB;PARAIBA
2797;PATOS DE MINAS;MG;MINAS GERAIS
817;PATOS DO PIAUI;PI;PIAUI
2798;PATROCINIO;MG;MINAS GERAIS
2799;PATROCINIO DO MURIAE;MG;MINAS GERAIS
3666;PATROCINIO PAULISTA;SP;SÃO PAULO
1171;PATU;RN;RIO GRANDE DO NORTE
3219;PATY DO ALFERES;RJ;RIO DE JANEIRO
2112;PAU BRASIL;BA;BAHIA
241;PAU D'ARCO;PA;PARA
403;PAU D'ARCO;TO;TOCANTIS
1173;PAU DOS FERROS;RN;RIO GRANDE DO NORTE
1581;PAUDALHO;PE;PERNAMBUCO
121;PAUINI;AM;AMAZONAS
2800;PAULA CANDIDO;MG;MINAS GERAIS
4160;PAULA FREITAS;PR;PARANÁ
3667;PAULICEIA;SP;SÃO PAULO
3668;PAULINIA;SP;SÃO PAULO
585;PAULINO NEVES;MA;MARANHÃO
1374;PAULISTA;PB;PARAIBA
1582;PAULISTA;PE;PERNAMBUCO
818;PAULISTANA;PI;PIAUI
3669;PAULISTANIA;SP;SÃO PAULO
2801;PAULISTAS;MG;MINAS GERAIS
2113;PAULO AFONSO;BA;BAHIA
3670;PAULO DE FARIA;SP;SÃO PAULO
4161;PAULO FRONTIN;PR;PARANÁ
1716;PAULO JACINTO;AL;ALAGOAS
4490;PAULO LOPES;SC;SANTA CATARINA
586;PAULO RAMOS;MA;MARANHÃO
2802;PAVAO;MG;MINAS GERAIS
4882;PAVERAMA;RS;RIO GRANDE DO SUL
819;PAVUSSU;PI;PIAUI
2114;PE DE SERRA;BA;BAHIA
4162;PEABIRU;PR;PARANÁ
2803;PECANHA;MG;MINAS GERAIS
3671;PEDERNEIRAS;SP;SÃO PAULO
1583;PEDRA;PE;PERNAMBUCO
2804;PEDRA AZUL;MG;MINAS GERAIS
3672;PEDRA BELA;SP;SÃO PAULO
2805;PEDRA BONITA;MG;MINAS GERAIS
1375;PEDRA BRANCA;PB;PARAIBA
1024;PEDRA BRANCA;CE;CEARA
297;PEDRA BRANCA DO AMAPARI;AP;AMAPÁ
2806;PEDRA DO ANTA;MG;MINAS GERAIS
2807;PEDRA DO INDAIA;MG;MINAS GERAIS
2808;PEDRA DOURADA;MG;MINAS GERAIS
1174;PEDRA GRANDE;RN;RIO GRANDE DO NORTE
1376;PEDRA LAVRADA;PB;PARAIBA
1795;PEDRA MOLE;SE;SERGIPE
1175;PEDRA PRETA;RN;RIO GRANDE DO NORTE
5217;PEDRA PRETA;MT;MATO GROSSO
2809;PEDRALVA;MG;MINAS GERAIS
3673;PEDRANOPOLIS;SP;SÃO PAULO
2115;PEDRAO;BA;BAHIA
1377;PEDRAS DE FOGO;PB;PARAIBA
2810;PEDRAS DE MARIA DA CRUZ;MG;MINAS GERAIS
4491;PEDRAS GRANDES;SC;SANTA CATARINA
3674;PEDREGULHO;SP;SÃO PAULO
3675;PEDREIRA;SP;SÃO PAULO
587;PEDREIRAS;MA;MARANHÃO
1796;PEDRINHAS;SE;SERGIPE
3676;PEDRINHAS PAULISTA;SP;SÃO PAULO
2811;PEDRINOPOLIS;MG;MINAS GERAIS
404;PEDRO AFONSO;TO;TOCANTIS
2116;PEDRO ALEXANDRE;BA;BAHIA
1176;PEDRO AVELINO;RN;RIO GRANDE DO NORTE
3143;PEDRO CANARIO;ES;ESPÍRITO SANTO
3677;PEDRO DE TOLEDO;SP;SÃO PAULO
588;PEDRO DO ROSARIO;MA;MARANHÃO
5120;PEDRO GOMES;MS;MATO GROSSO DO SUL
820;PEDRO II;PI;PIAUI
821;PEDRO LAURENTINO;PI;PIAUI
2812;PEDRO LEOPOLDO;MG;MINAS GERAIS
4883;PEDRO OSORIO;RS;RIO GRANDE DO SUL
1395;PEDRO REGIS;PB;PARAIBA
2813;PEDRO TEIXEIRA;MG;MINAS GERAIS
1177;PEDRO VELHO;RN;RIO GRANDE DO NORTE
405;PEIXE;TO;TOCANTIS
242;PEIXE-BOI;PA;PARA
5218;PEIXOTO DE AZEVEDO;MT;MATO GROSSO
4884;PEJUCARA;RS;RIO GRANDE DO SUL
4885;PELOTAS;RS;RIO GRANDE DO SUL
1025;PENAFORTE;CE;CEARA
589;PENALVA;MA;MARANHÃO
3678;PENAPOLIS;SP;SÃO PAULO
1178;PENDENCIAS;RN;RIO GRANDE DO NORTE
1717;PENEDO;AL;ALAGOAS
4492;PENHA;SC;SANTA CATARINA
1026;PENTECOSTE;CE;CEARA
2814;PEQUERI;MG;MINAS GERAIS
2815;PEQUI;MG;MINAS GERAIS
406;PEQUIZEIRO;TO;TOCANTIS
2816;PERDIGAO;MG;MINAS GERAIS
2817;PERDIZES;MG;MINAS GERAIS
2818;PERDOES;MG;MINAS GERAIS
3679;PEREIRA BARRETO;SP;SÃO PAULO
3680;PEREIRAS;SP;SÃO PAULO
1027;PEREIRO;CE;CEARA
590;PERI MIRIM;MA;MARANHÃO
2819;PERIQUITO;MG;MINAS GERAIS
4493;PERITIBA;SC;SANTA CATARINA
591;PERITORO;MA;MARANHÃO
4163;PEROBAL;PR;PARANÁ
4164;PEROLA;PR;PARANÁ
4165;PEROLA D'OESTE;PR;PARANÁ
5440;PEROLANDIA;GO;GOIÁS
3681;PERUIBE;SP;SÃO PAULO
2820;PESCADOR;MG;MINAS GERAIS
1584;PESQUEIRA;PE;PERNAMBUCO
1585;PETROLANDIA;PE;PERNAMBUCO
4494;PETROLANDIA;SC;SANTA CATARINA
1586;PETROLINA;PE;PERNAMBUCO
5441;PETROLINA DE GOIAS;GO;GOIÁS
822;PETRONIO PORTELA;PI;PIAUI
3220;PETROPOLIS;RJ;RIO DE JANEIRO
1718;PIACABUCU;AL;ALAGOAS
3682;PIACATU;SP;SÃO PAULO
1378;PIANCO;PB;PARAIBA
2117;PIATA;BA;BAHIA
2821;PIAU;MG;MINAS GERAIS
4886;PICADA CAFE;RS;RIO GRANDE DO SUL
243;PICARRA;PA;PARA
